title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,time_signature,valence,tempo,cluster
Águas De Março                                                                                                                                                                    - Antônio Carlos Jobim                            ,0.6666666666666666,0.3092105263157895,0.3333333333333333,0.3531101982176128,1.0,0.8189300411522633,0.8510599415204679,0.0,0.4722222222222221,0.5,0.5545634920634921,0.8122855104068718,29
Aquarela Do Brasil                                                                                                                                                                - Voyager                                         ,0.3952136752136753,0.0887392900856793,0.7777777777777777,0.1044752497853052,1.0,0.4131455399061032,0.9089506172839504,0.9194139194139194,0.1504997060552615,0.0833333333333333,0.3731884057971014,0.1856104654382269,10
Chega De Saudade                                                                                                                                                                  - João Gilberto                                   ,0.3716239316239318,0.1391466588108214,0.3888888888888888,0.137102893228125,0.0,0.1350762527233116,0.8111750730994155,0.0,0.6752136752136751,0.5,0.7540453074433662,0.9270093413173652,12
Don't Stop the Carnival                                                                                                                                                           - Sonny Rollins                                   ,0.428034188034188,0.2894736842105263,0.0,0.260114238361597,1.0,0.5248934622180645,0.7496169840227623,0.0,0.9454068241469816,0.5,0.8774056353003722,0.3477412511720008,18
Rebel Rebel                                                                                                                                                                       - Seu Jorge                                       ,0.8858858858858858,0.1219128983159031,0.5555555555555556,0.1441717270887119,0.0,0.4687662405155389,0.8703855994152047,0.4298751816705138,0.5555555555555556,0.5,0.632936507936508,0.5270723928734143,25
Rosa Morena - Live At Carnegie Hall/1964                                                                                                                                          - Stan Getz                                       ,0.4912280701754387,0.0820073439412484,0.6666666666666666,0.0860828527025589,1.0,0.6959706959706959,0.8814875730994152,0.6263807420625134,0.9487314085739282,0.5,0.5545634920634921,0.732342050993626,4
Karoliina Kaunis                                                                                                                                                                  - Maria Gasolina                                  ,0.8528528528528527,0.1258899199685766,1.0,0.1439099184272087,0.0,0.90826361367973,0.7660319544758156,0.4990533362810287,0.2390087929656275,0.5,0.4632936507936508,0.6939562242219723,12
"Brigas, Nunca Mais                                                                                                                                                              - João Gilberto                                   ",0.4434188034188034,0.1378209849265969,0.3888888888888888,0.1684981152200526,1.0,0.1241830065359477,0.7976059941520471,0.0,0.6408268733850129,0.5,0.7970228601807553,0.1095399243674987,18
Aquarela Do Brasil                                                                                                                                                                - Gal Costa                                       ,0.5263157894736843,0.3077485380116959,0.1666666666666666,0.1934353902282341,1.0,0.9236753265815352,0.8379020467836259,0.4490941505251999,0.9858267716535432,0.5,0.7478670197116803,0.7722042557180353,18
Kaipuusamba                                                                                                                                                                       - Maria Gasolina                                  ,0.510233918128655,0.12986694162125,0.5555555555555556,0.1339830066785449,1.0,0.5295707306932751,0.8272112573099417,0.60594249026072,0.4273504273504273,0.5,0.6121031746031746,0.1056045962512355,39
Batida Diferente                                                                                                                                                                  - Cannonball Adderley                             ,0.6094276094276094,0.2602339181286549,0.6666666666666666,0.2738761135280713,1.0,0.4519280740047812,0.8691520467836258,0.8504273504273505,0.4907407407407407,0.5,0.7611062077081499,0.2810944610352673,39
Team Zissou                                                                                                                                                                       - Seu Jorge                                       ,0.632996632996633,0.2085235920852359,0.6666666666666666,0.2454201071354583,1.0,0.1721132897603486,0.8666849415204678,0.5942363708076804,0.2885691446842526,0.5,0.8534821903242957,0.204618499248007,39
Parabens                                                                                                                                                                          - Marcos Valle                                    ,0.8288288288288288,0.5983813859382903,0.6666666666666666,0.4350012346510427,1.0,0.3154761904761905,0.3337050459994425,0.6988946597416436,0.2270183852917666,0.5,0.5565476190476191,0.4037475066699971,1
O Amor Em Paz                                                                                                                                                                     - Cannonball Adderley                             ,0.7413194444444445,0.1550547454215152,0.7777777777777777,0.2122856138564658,0.0,0.1437908496732026,0.964506172839506,0.881631994839542,0.4358974358974359,0.5,0.5168650793650794,0.4988609932139174,25
Once Again                                                                                                                                                                        - Stan Getz                                       ,0.6397306397306397,0.1771493101585898,0.7222222222222221,0.1728179581348557,1.0,0.2113289760348583,0.8568165204678363,0.5992352001957352,0.1569664902998236,0.5,0.6626984126984127,0.1767294176540034,39
Mariana                                                                                                                                                                           - Bïa                                             ,0.92046783625731,0.2208965483379977,1.0,0.4252362673131748,0.0,0.7614977614977614,0.7286058218428543,0.0,0.7378917378917378,0.5,0.876448697501329,0.7930189597796584,32
Mariana                                                                                                                                                                           - Seu Jorge                                       ,0.6296296296296297,0.2902046783625731,0.7777777777777777,0.2863061943235964,0.0,0.2200435729847495,0.7397680017509305,0.7074843521108005,0.3504273504273504,0.5,0.9615384615384616,0.9113120958083832,12
Carnaval Inesquecível Na Cidade Alta                                                                                                                                              - Mundo Livre S/A                                 ,0.8423423423423423,0.3128654970760234,0.0,0.3254609488295007,1.0,0.5426670824238644,0.4376916643434625,0.4638510506833551,0.0838873061095283,0.5,0.7602235951750518,0.8538436401709913,23
Garota De Ipanema                                                                                                                                                                 - Leila Pinheiro                                  ,0.8183183183183182,0.0887392900856793,0.7777777777777777,0.1071346103453017,1.0,0.4500571666146969,0.8687408625730995,0.3339531503804394,0.5138888888888888,0.5,0.6398809523809524,0.7702123172103489,39
Corcovado - Remastered                                                                                                                                                            - Cannonball Adderley                             ,0.8798798798798798,0.1537290715372907,0.6666666666666666,0.1118383573930645,1.0,0.3928012519561815,0.8050073099415208,0.7618191503529099,0.8180708180708179,0.5,0.8056353003721428,0.5707259450171822,39
O Pato (The Duck) - Live At Carnegie Hall/1964                                                                                                                                    - João Gilberto                                   ,0.6363636363636364,0.1101591187270502,0.2777777777777778,0.0946369129623719,1.0,0.5520216193742853,0.8687408625730995,0.8402676987582649,0.9494313210848644,0.5,0.928062678062678,0.9155468263473052,4
August Day Song                                                                                                                                                                   - Bebel Gilberto                                  ,0.8003003003003002,0.1607993322531546,0.3888888888888888,0.1947226161472916,0.0,0.2380952380952381,0.7607791639308386,0.5317047316180012,0.486111111111111,0.5,0.2935672514619882,0.329116005403868,25
Os Grilos                                                                                                                                                                         - Marcos Valle                                    ,0.5555555555555556,0.6029337379868488,0.7777777777777777,0.2557193169374648,0.0,0.6341411564625851,0.6855985992558549,0.727460380876282,0.1887125220458553,0.5,0.7611062077081499,0.2892269269055744,25
Saudade Fez Um Samba                                                                                                                                                              - João Gilberto                                   ,0.7822822822822821,0.164776353905828,0.2777777777777778,0.1655745851665999,1.0,0.4725080552957073,0.8448921783625732,0.0,0.21222810111699,0.5,0.928062678062678,0.1504849745385598,18
OBI                                                                                                                                                                               - Toots Thielemans                                ,0.5453216374269005,0.1696371581479844,0.3888888888888888,0.1091738858576502,0.0,0.6437074829931972,0.819809941520468,0.445510149708915,0.1951793062904174,0.5,0.4130434782608695,0.1086614319294238,25
Mas Que Nada                                                                                                                                                                      - Jorge Ben Jor                                   ,0.4546783625730994,0.3194444444444444,0.2777777777777778,0.4867137683574396,0.0,0.0967961826857532,0.7479754869774571,0.3351393519705907,0.2310151878497202,0.5,0.6527777777777777,0.1666024316284468,25
Laia Ladia                                                                                                                                                                        - Brazilian Jazz                                  ,0.3315276273022755,0.2485380116959064,0.7777777777777777,0.1916027295977116,0.0,0.3055555555555556,0.6066308243727601,0.5766455534674372,0.133450911228689,0.5,0.5892857142857143,0.1284468189258572,25
Triste                                                                                                                                                                            - Brazilian Jazz                                  ,0.6178451178451179,0.1811263318112633,0.2777777777777778,0.2412471514398177,1.0,0.1416122004357299,0.8814875730994152,0.8634897597161748,0.2893685051958433,0.5,0.5396825396825398,0.3386295101669943,39
Só Danço Samba                                                                                                                                                                    - Stan Getz                                       ,0.6195286195286195,0.1541709628320322,0.7222222222222221,0.2244221492201604,1.0,0.4912171291965491,0.8535270467836258,0.7172726062058864,0.5138888888888888,0.5,0.7461017946454843,0.1080505948043068,39
Samba Triste                                                                                                                                                                      - Stan Getz                                       ,0.6632996632996633,0.1148426376000393,0.7777777777777777,0.0973818919599098,0.0,0.5894982993197279,0.8547605994152048,0.682314555866294,0.4629629629629629,0.5,0.7549279199764641,0.8115052451166729,12
País Tropical                                                                                                                                                                     - Wilson Simonal                                  ,0.7852852852852852,0.3478411053540587,0.4444444444444444,0.3375535950793544,1.0,0.1328976034858388,0.7939053362573103,0.0,0.8205128205128204,0.5,0.9515669515669516,0.6788409261342334,22
Coracao Vagabundo                                                                                                                                                                 - Toots Thielemans                                ,0.5740740740740741,0.0309669522643818,0.7222222222222221,0.1033440486105165,1.0,0.5710034013605442,0.8794316520467836,0.6529567970369816,0.1096866096866096,1.0,0.1581032173491778,0.2572036760523321,10
Pais Tropical                                                                                                                                                                     - Sergio Mendes & Brasil '66                      ,0.7743055555555555,0.3333333333333333,0.4444444444444444,0.3150285595903992,1.0,0.350547730829421,0.722039833661633,0.0,0.9699037620297464,0.5,0.9002849002849003,0.5488454068052657,18
Life On Mars?                                                                                                                                                                     - Seu Jorge                                       ,0.703125,0.0905752753977968,0.8888888888888888,0.1216998169763523,1.0,0.433489827856025,0.8761421783625731,0.4621929720138995,0.449074074074074,0.5,0.3345410628019323,0.5818084192439865,39
Apelo                                                                                                                                                                             - Brazilian Jazz                                  ,0.4576023391812865,0.1422398978740118,0.2777777777777778,0.1785559312994679,0.0,0.4413145539906103,0.8868329678362572,0.8663925173359136,0.4017094017094017,0.5,0.2502923976608187,0.0992669954498596,2
"O Que É, O Que É                                                                                                                                                                - Cesar Camargo Mariano & Romero Lubambo          ",0.7656249999999999,0.1731722885059164,0.4444444444444444,0.1396118929008642,1.0,0.2113289760348583,0.9722222222222222,0.8780035478148686,0.1316872427983539,0.5,0.7293321565166229,0.359817837581497,39
Maroca                                                                                                                                                                            - Mundo Livre                                     ,0.6892361111111112,0.4891008174386921,0.1666666666666666,0.4579195272056701,0.0,0.1077027948193592,0.3863953164204071,0.5677868684759477,0.6511627906976744,0.5,0.6607142857142857,0.8401049690228011,7
Apelo                                                                                                                                                                             - Jenny Chi                                       ,0.4941520467836258,0.0936352509179926,0.2777777777777778,0.2248660806771434,1.0,0.1764705882352941,0.8884777046783625,0.3715268872360434,0.486111111111111,0.5,0.2068336610526915,0.1086150560088617,16
Samba Da Minha Terra - Live At Carnegie Hall/1964                                                                                                                                 - Stan Getz                                       ,0.5606060606060607,0.1731722885059164,0.3888888888888888,0.0956487672242243,0.0,0.8913841185968002,0.8703855994152047,0.7482354507923825,0.9487314085739282,0.5,0.8659223817118555,0.1108994013531168,25
Corcovado                                                                                                                                                                         - Stan Getz                                       ,0.4926900584795322,0.0552019583843329,0.7777777777777777,0.1080089562074664,0.0,0.3896713615023474,0.8919753086419753,0.5396124914261744,0.8083028083028082,0.5,0.4454365079365079,0.6374355670103093,25
Chega de Saudade                                                                                                                                                                  - Jenny Chi                                       ,0.8408408408408408,0.1934992880640251,0.0,0.2516351475332209,1.0,0.435054773082942,0.8502375730994153,0.4771156800390002,0.5839793281653747,0.5,0.6617063492063492,0.2748817903868032,18
Coisa Feita                                                                                                                                                                       - Toots Thielemans                                ,0.5656565656565656,0.1820101144007463,0.6666666666666666,0.1105801038318142,1.0,0.3075396825396826,0.8703855994152047,0.8301080470891793,0.3846153846153846,0.5,0.8362573099415207,0.4858763158525765,39
Felicia and Bianca                                                                                                                                                                - Toots Thielemans                                ,0.5589225589225589,0.1519615063583247,0.2777777777777778,0.1074667061030379,0.0,0.3943661971830985,0.7910270467836261,0.6982953788786791,0.325339728217426,0.5,0.7028537805236836,0.3587535341029623,25
Rosa Morena                                                                                                                                                                       - Dorival Caymmi                                  ,0.4868421052631579,0.2631578947368421,0.0,0.2455976797182515,0.0,0.1721132897603486,0.5931899641577063,0.0,0.3504273504273504,0.5,0.7817118553960664,0.2354459968714448,25
Insensatez                                                                                                                                                                        - Stan Getz                                       ,0.7204861111111112,0.1135169637158148,0.4444444444444444,0.1367974497897046,1.0,0.2069716775599128,0.9212962962962962,0.7532294579837528,0.3418803418803419,0.5,0.3743961352657005,0.6595146048109969,26
Menina Moca                                                                                                                                                                       - Stan Getz                                       ,0.5892255892255892,0.2529239766081871,0.3888888888888888,0.2807570511113084,0.0,0.1328976034858388,0.836668494152047,0.4446300925689732,0.5046296296296295,0.5,0.8506113769271666,0.3676915112747387,25
So Nice (Summer Samba)                                                                                                                                                            - Marcos Valle                                    ,0.8828828828828829,0.2653508771929824,0.5555555555555556,0.2492823108112108,1.0,0.2619047619047619,0.7433792952506022,0.0,0.3333333333333333,0.5,0.8821903242955874,0.5461837277893677,22
Santa Maria de Feira                                                                                                                                                              - Devendra Banhart                                ,0.510233918128655,0.1974763097166985,0.2777777777777778,0.2193980824939699,1.0,0.1198257080610022,0.9027777777777778,0.6935011319749635,0.5813953488372092,0.5,0.7931951089845831,0.3743379778957924,39
Já Sei Namorar - 2004 Digital Remaster                                                                                                                                            - Tribalistas                                     ,0.7204861111111112,0.6287303995953464,0.7777777777777777,0.5719060750396926,0.0,0.5061843883172227,0.7844480994152051,0.4545403012317965,0.5185185185185185,0.5,0.8917378917378916,0.8262042427758771,32
Blue Bossa                                                                                                                                                                        - Tete Montoliu                                   ,0.5993265993265993,0.2843567251461988,0.7222222222222221,0.1927154164091003,1.0,0.4902816755015071,0.8473592836257311,0.8714723431704564,0.6908831908831908,0.5,0.9836182336182336,0.4135434427683475,39
Aguas De Março                                                                                                                                                                    - Tempo Rei                                       ,0.9005847953216374,0.2125006137379093,0.0,0.3115215010802332,0.0,0.7069597069597069,0.8337902046783627,0.0,0.3173461231015189,0.5,0.6834363047955282,0.7597722159730037,28
Bossa Dorado                                                                                                                                                                      - Pete Krebs & The Kung Pao Chi                   ,0.8906432748538011,0.2317251461988304,0.0,0.1949407900318776,1.0,0.4366197183098591,0.800073099415205,0.8518787292372199,0.4537037037037036,0.5,0.8903133903133903,0.7277488751406077,23
Orange Afternoon                                                                                                                                                                  - Bebe                                            ,0.6262626262626263,0.379965457685665,0.8888888888888888,0.2787149664091864,1.0,0.3568075117370892,0.7043116655723356,0.6785191104008526,0.4188034188034187,0.5,0.636904761904762,0.1835372242046484,39
Homens                                                                                                                                                                            - Manu Chao                                       ,0.8273273273273273,0.2266081871345029,0.7777777777777777,0.2230903548492113,0.0,0.4659598794304125,0.8362573099415207,0.4459182921506272,0.2621902478017586,0.5,0.9907407407407408,0.8527572708054072,12
"Lisboa, Menina E Moça                                                                                                                                                           - Som Ibérico                                     ",0.4839181286549708,0.3282163742690058,0.3888888888888888,0.2860398354494066,0.0,0.4453798981394865,0.8033625730994155,0.7702090824344121,0.2134038800705467,0.5,0.6468253968253967,0.1042053684765642,25
Lisboa menina e moça                                                                                                                                                              - Various Artists                                 ,0.7852852852852852,0.1780330927480728,0.5555555555555556,0.2860842285951049,0.0,0.0971370143149284,0.8633954678362573,0.4474488263070478,0.2414068745003996,0.5,0.8199893673577887,0.3136376564277587,25
Para Machuchar Meu Coracao                                                                                                                                                        - Stan Getz                                       ,0.6296296296296297,0.0801713586291309,0.3333333333333333,0.1094099851854158,1.0,0.242063492063492,0.9459876543209876,0.5562073016656437,0.298960831334932,0.5,0.5297619047619048,0.7128796400449946,26
Esperando Na Janela - Versão Acústica                                                                                                                                             - Gilberto Gil                                    ,0.6262626262626263,0.0960832313341493,0.2777777777777778,0.1785995660763851,1.0,0.2797619047619047,0.8981481481481481,0.4644887732485304,0.4273504273504273,0.5,0.5932539682539683,0.8467912423557343,23
Água de beber                                                                                                                                                                     - Tania Maria                                     ,0.8798798798798798,0.3114035087719298,0.6666666666666666,0.2160163872828867,1.0,0.4272300469483567,0.8670961257309941,0.7140764416034094,0.1857730746619635,0.5,0.632936507936508,0.263429678612059,39
Mama África                                                                                                                                                                       - Chico César                                     ,0.7309027777777778,0.2485380116959064,0.1666666666666666,0.3914966215457831,0.0,0.4100156494522691,0.7758809367476476,0.0,1.0,0.5,0.9287749287749288,0.9036531736526946,7
Á Primeira Vista                                                                                                                                                                  - Chico César                                     ,0.510233918128655,0.0905752753977968,1.0,0.2024023368847193,1.0,0.2559523809523809,0.8305007309941522,0.0,0.9504811898512686,0.5,0.3064327485380116,0.1682171675892146,16
Tambores                                                                                                                                                                          - Chico César                                     ,0.5976430976430976,0.1537290715372907,0.0,0.2478173370031667,1.0,0.3943661971830985,0.8050073099415208,0.3811447379670001,0.9592300962379704,0.5,0.6468253968253967,0.6027276632302405,18
Guarda-me A Vida Na Mão                                                                                                                                                           - Ana Moura                                       ,0.4290598290598291,0.0832313341493268,0.5555555555555556,0.1401355102238706,0.0,0.1083844580777096,0.9228395061728394,0.4495915741260367,0.3418803418803419,0.5,0.3204678362573099,0.755307930258718,12
A Prosa Impúrpura do Caicó                                                                                                                                                        - Chico César                                     ,0.4561403508771929,0.1232385722001276,0.2777777777777778,0.1589202816867265,1.0,0.242063492063492,0.8580500730994153,0.5557643674160693,0.9499562554680664,0.5,0.5833333333333334,0.7583778590176231,4
Paraíba                                                                                                                                                                           - Chico César                                     ,0.5497076023391814,0.1130750724210733,0.1666666666666666,0.1620838030132237,0.0,0.196078431372549,0.9429012345679012,0.6365049534813584,0.9564304461942256,0.5,0.6160714285714286,0.1134556900061355,25
Berekerê - Voice                                                                                                                                                                  - Geraldo Azevedo                                 ,0.37982905982906,0.3245614035087719,0.3888888888888888,0.2612240670040546,0.0,0.5831207482993197,0.8502375730994153,0.0,0.0924343146565368,0.5,0.8477405635300375,0.9199022754491016,12
Pagode da Saidera                                                                                                                                                                 - Martinho Da Vila                                ,0.5740740740740741,0.5832068791097622,0.6666666666666666,0.2860398354494066,1.0,0.7614977614977614,0.8062408625730997,0.234769038701623,0.6965811965811965,0.5,0.9665242165242164,0.336957033272154,38
Disfarça e Chora                                                                                                                                                                  - Djavan                                          ,0.8438438438438438,0.1126331811263318,0.4444444444444444,0.2392050667376957,1.0,0.435054773082942,0.8810763888888888,0.5606999204827562,0.3333333333333333,0.5,0.6675492791997646,0.8638550440483097,39
Tudo isto é fado                                                                                                                                                                  - Quatro Ventos                                   ,0.3500854700854704,0.1709628320322089,0.2777777777777778,0.2775163514753322,1.0,0.101908657123381,0.8790204678362573,0.3426092160383004,0.4629629629629629,0.5,0.3864734299516908,0.7887275006835658,30
Quando Te Vi                                                                                                                                                                      - Luisa Sobral                                    ,0.5116959064327486,0.0789473684210526,0.7777777777777777,0.1728615929117729,1.0,0.1459694989106754,0.9598765432098764,0.5582321439494128,0.599483204134367,0.5,0.4323671497584541,0.7427470003749533,26
Sr. Vinho                                                                                                                                                                         - Luisa Sobral                                    ,0.2892741061755148,0.1798006579270388,0.4444444444444444,0.2982923436621386,1.0,0.1590413943355119,0.8444809941520469,0.4502165422399083,0.3333333333333333,0.0833333333333333,0.4791666666666667,0.959225868263473,26
Inês                                                                                                                                                                              - Luisa Sobral                                    ,0.4085470085470086,0.0506119951040391,0.0,0.1964680072239797,1.0,0.2091503267973856,0.9521604938271604,0.4461096089201798,0.4017094017094017,0.5,0.2783625730994152,0.7508436445444322,26
Seja Agora                                                                                                                                                                        - Deolinda                                        ,0.7118055555555556,0.569549822964087,1.0,0.6522520264059499,1.0,0.6800976800976801,0.8510599415204679,0.0,0.2051734273956496,0.5,0.8903133903133903,0.264562891069397,5
Algo Novo                                                                                                                                                                         - Deolinda                                        ,0.9198830409356724,0.2213384396327392,0.0,0.341122859002851,1.0,0.2242063492063492,0.8638066520467836,0.3367743865948533,0.4537037037037036,0.5,0.5863095238095238,0.7129499437570306,23
Pois Foi                                                                                                                                                                          - Deolinda                                        ,0.4054700854700855,0.1431236804634948,0.5555555555555556,0.2529225487584717,0.0,0.0950920245398773,0.9243827160493826,0.5166544790798655,0.4722222222222221,0.5,0.574404761904762,0.1058033501965013,25
Há-De Passar                                                                                                                                                                      - Deolinda                                        ,0.8873873873873873,0.1842195708744537,0.3888888888888888,0.3252389831010092,1.0,0.4987007587568859,0.9459876543209876,0.4450254805593818,0.2549960031974421,0.5,0.5902777777777778,0.5650987972508591,39
Xico                                                                                                                                                                              - Luisa Sobral                                    ,0.3880341880341882,0.3150584795321638,0.7777777777777777,0.4240914090735628,1.0,0.8436213991769547,0.717443641934778,0.3344340429169872,0.8827838827838828,0.5,0.6975581053250958,0.9341853892215568,29
O Engraxador                                                                                                                                                                      - Luisa Sobral                                    ,0.8108108108108107,0.1603574409584131,0.7777777777777777,0.3006451803841487,1.0,0.3095238095238095,0.8485928362573101,0.4459820644071447,0.7535612535612535,0.5,0.4202898550724637,0.351879002450794,39
Clandestino                                                                                                                                                                       - Chico César                                     ,0.6599326599326599,0.2067560269062699,0.2777777777777778,0.2257095504454112,0.0,0.6009778911564626,0.8037737573099418,0.264263420724095,0.9447069116360456,0.5,0.5843253968253969,0.9199041916167664,12
Trem das Onze                                                                                                                                                                     - Demonios Da Garoa                               ,0.5453216374269005,0.2182452005695487,0.2777777777777778,0.3242179407499481,0.0,0.2936507936507937,0.7460056905230907,0.2880461922596756,0.5658914728682171,0.5,0.7478670197116803,0.1887900998301094,25
Chove Chuva                                                                                                                                                                       - Jorge Ben Jor                                   ,0.7942942942942942,0.2353801169590643,0.8888888888888888,0.4046288190001572,1.0,0.2380952380952381,0.7548697745677394,0.0,0.2163433274544385,0.5,0.5942460317460317,0.7482189726284215,22
Menina Mulher Da Pele Preta                                                                                                                                                       - Jorge Ben Jor                                   ,0.5858585858585859,0.3128654970760234,0.1666666666666666,0.310322886146379,0.0,0.519280740047812,0.7758809367476476,0.5805686853922396,0.735042735042735,0.5,0.9957264957264956,0.7561984439445072,25
Agua De Beber                                                                                                                                                                     - Astrud Gilberto                                 ,0.6770833333333333,0.1886384838218687,0.3888888888888888,0.1448480661309285,0.0,0.1764705882352941,0.7029984679360913,0.0,0.1258083480305702,0.5,0.9109686609686608,0.839924907801986,12
Agua De Beber                                                                                                                                                                     - Sophie Milman                                   ,0.703125,0.5354223433242506,0.6666666666666666,0.4026084809302533,1.0,0.3395931142410016,0.6180555555555558,0.4688252866917221,0.1428571428571428,0.5,0.7664018829067376,0.2169782066020329,39
Lá Vem O Brasil Descendo A Ladeira                                                                                                                                                - Moraes Moreira                                  ,0.732638888888889,0.8495370370370369,1.0,0.5820589955711541,0.0,0.6456207482993197,0.6901947909827097,0.0,0.1957671957671957,0.5,0.8841041998936735,0.909003113772455,32
Amiga Da Minha Mulher                                                                                                                                                             - Seu Jorge                                       ,0.8953216374269005,0.7939814814814814,0.7777777777777777,0.7619921683798335,0.0,0.8065843621399176,0.802540204678363,0.0,0.2081128747795414,0.5,0.8888888888888888,0.3406929556866024,17
