title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,time_signature,valence,tempo
All Shook Up - Elvis Presley,0.3882988922347955,-0.09311207174939788,1.3687985279598567,-0.15250341008541407,0.7126383396515804,0.53070433721223,1.0980476115809708,-0.5601440661303272,-0.2082207559800536,0.24713795190512014,1.6663618268596083,-1.3009174104534995
I've Got You Under My Skin - Remastered 1998 - Frank Sinatra,0.21031184864899494,-0.8773026392086546,-1.1737883893914034,-0.21700396927053225,0.7126383396515804,-0.5370440935197008,-0.047459848202468416,-0.5601366361983308,-0.4617220362508123,0.24713795190512014,0.4116137891385821,0.37660198083495583
Smoke Gets In Your Eyes - The Platters,-1.1360004041153926,-0.9482701113769131,-0.6087690744244567,-0.28121785930371673,0.7126383396515804,-0.6403371482318115,1.2662689867939234,-0.5599266663201122,3.0324847999137003,0.24713795190512014,-0.8639887866055083,-0.030729131663676426
"What'd I Say, Pt. 1 & 2 - Ray Charles",0.004942182973071733,0.6626915068425553,-0.32625941694098337,0.8109916095642862,0.7126383396515804,-0.4116997125207351,0.9031244307786608,-0.5601629381575981,-0.08489580882130598,0.24713795190512014,1.117192325585586,-0.8501064231434065
Dream A Little Dream Of Me - Ella Fitzgerald,-0.38297829663700617,-1.1611725278816885,-1.4562980468748767,-0.3604818798134286,0.7126383396515804,-0.14360200871739168,1.1968442922615938,-0.5601629381575981,-0.009530563335404849,0.24713795190512014,-0.2383526459135837,-1.2382924670387394
That'll Be The Day - Buddy Holly,-0.013312898420343708,0.5065630680723865,-0.89127873190793,0.47644870925747274,0.7126383396515804,-0.6031980723802662,-0.007407139818432044,-0.5601629381575981,-0.6206741903665313,0.24713795190512014,1.1310953509342956,-0.0002868903473557457
Blueberry Hill - Fats Domino,-0.22781010479297514,0.01688751011140271,1.65130818544333,0.20009964679323264,0.7126383396515804,-0.6867609930462434,0.7215521527710292,-0.559461552577137,-0.12600412454088852,-1.991092555914837,1.2388437973867934,0.5725145754184731
Mack the Knife - Bobby Darin,0.046016116108256476,0.12333871836379057,-0.6087690744244567,-0.17099357038514792,-1.4032363182830088,0.25216126832563923,0.7749557639497444,-0.5601629381575981,0.21656517312229892,0.24713795190512014,-0.02980726568294222,-1.0282663177493188
All I Have to Do Is Dream - The Everly Brothers,0.014069723669779453,-0.522465278367362,-0.32625941694098337,-0.41752904104826655,0.7126383396515804,-0.6902427814073258,0.8363699168052668,-0.5601629381575981,-0.2082207559800536,0.24713795190512014,0.4289925708244689,-0.365182404503798
Sea Of Love - Phil Phillips,-1.1405641744637465,-0.5011750367168845,0.5212695555094367,-0.17257025072078405,0.7126383396515804,-0.6623884745186667,1.0473141809611914,-0.5601589259943199,-0.016381949288668606,0.24713795190512014,-0.5581222289339007,-0.9434267658064321
True Love Ways - Buddy Holly,-1.4509005581518086,-1.3137525930434444,1.3687985279598567,-1.2107425844492548,0.7126383396515804,-0.5997162840191838,0.8817629863071748,-0.2540497399055198,0.9702176279813115,0.24713795190512014,-0.6832494570722856,-1.029152370511124
That's Amore - Dean Martin,-0.6020392733579915,-1.1505274070564497,1.3687985279598567,-0.33124162631617515,0.7126383396515804,-0.6055192646209878,0.7749557639497444,-0.5601629381575981,-0.6898731884944952,0.24713795190512014,0.36295320041809903,0.27840834798199904
Johnny B. Goode - Chuck Berry,-0.10458830538742092,1.0778512190268676,1.3687985279598567,0.2936971248996377,0.7126383396515804,-0.03798776176455927,0.7162117916531577,-0.5597825256393819,0.8948523824954102,0.24713795190512014,1.7254496845916236,1.675460395417488
Jambalaya (On The Bayou) - Fats Domino,0.30158725561607214,1.2446247786222748,0.23875989802596329,0.34773426003916996,-1.4032363182830088,-0.3095672539289852,0.9324964169269538,-0.5593694214203815,0.5385803129256953,0.24713795190512014,1.711546659242914,-1.2634816812672127
I Can't Stop Loving You - Ray Charles,-1.0447249971483155,-0.7637546837394408,-0.04374975945751004,-0.3517384706794459,0.7126383396515804,-0.643818936592894,0.9218156946912108,-0.5601629381575981,0.9839203998878391,-1.991092555914837,-0.3321980670173725,-1.1345293596830046
Wake up Little Susie - The Everly Brothers,0.7762193718448731,0.4462407167293667,-0.89127873190793,0.24596671110265012,0.7126383396515804,-0.6066798607413485,-0.40526404309985975,-0.5601629381575981,-0.9029512916409979,0.24713795190512014,1.610749725464771,-0.6811867930534673
Beyond the Sea - Bobby Darin,-0.08176945364565161,0.0772098614544225,-0.89127873190793,0.5220291044149563,-1.4032363182830088,-0.5730225732508855,0.6761590832691213,-0.5601629381575981,0.5659858567387503,0.24713795190512014,0.33514714972068016,0.6719423531896586
Rave On - Buddy Holly,0.12360021203027159,0.7691427150949428,-1.4562980468748767,0.6538969143045316,0.7126383396515804,-0.6124828413431526,0.3770988606683167,-0.5601433528568555,1.6622076092609501,0.24713795190512014,1.6976436338942047,1.40439153978796
"Good Golly, Miss Molly - Little Richard",0.14185529342368705,1.3084955035737076,0.5212695555094367,0.0398515908622054,0.7126383396515804,-0.3908089823542408,0.29699344390024396,-0.5479184102275149,0.9496634701215203,0.24713795190512014,1.5169043043609822,1.5375526119907448
Unforgettable - Nat King Cole,-0.866737953562515,-1.1079469237554946,-0.04374975945751004,-0.34528841476093414,0.7126383396515804,-0.6414977443521724,1.2021846533794653,-0.5149889516194273,-0.21507214193331736,-1.991092555914837,-1.0238735781156667,0.659632548748859
