title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,time_signature,valence,tempo
Se Eu Quiser Falar Com Deus                                                                                                                                                       - Gilberto Gil                                    ,0.6719456916058313,-1.3664850031668159,1.4514934501295271,-0.8722565308720641,-1.3515449922554235,0.20388846950023384,1.2842810719478361,-0.7736606815457029,2.079107298274148,0.1625348308952087,-0.4230420478109049,-0.23573457042631019
Saudade De Bahia                                                                                                                                                                  - Antônio Carlos Jobim                            ,1.0725841164083416,-1.0376039765093656,-0.8490046380469615,-0.8062680167411532,0.7398939774333566,-1.0435666606232001,0.24205831094927602,-0.7742040384791781,-0.5032254997668746,0.1625348308952087,0.9211780265864065,0.27992392043603753
"Canta Canta, Minha Gente                                                                                                                                                        - Martinho Da Vila                                ",1.6010049699633933,0.10067411179956937,-0.8490046380469615,-0.5747113200767425,0.7398939774333566,1.9776977780463942,0.9161189716919749,-0.7736157431475297,-0.2553190981414401,0.1625348308952087,1.5331519235166944,-0.8669251923601741
Mulher Eu Sei                                                                                                                                                                     - Chico César                                     ,0.8953920856865415,-1.721861463297191,-0.2302959975225232,-1.4258727936161948,0.7398939774333566,-0.5288736774551795,1.4577009402127687,-0.7738347079051192,1.5223619514258973,0.1625348308952087,0.37616371592740533,-0.36665310646984123
Rosa Morena                                                                                                                                                                       - Kurt Elling                                     ,0.6388250118006323,-1.6208821105757476,0.3056081985971809,-1.580209110840113,0.7398939774333566,-0.8934773078486468,1.48511859790031,-0.7709442132662189,-0.5499845567061638,0.1625348308952087,-0.055938282041483274,0.13907448988434082
Desafinado                                                                                                                                                                        - Stan Getz                                       ,-0.2210781535996663,-1.5771121371517915,-0.526054260027169,-1.3661948816250604,0.7398939774333566,0.051643350726895326,1.4956752525005823,0.28154994062826694,-0.5032254997668746,0.1625348308952087,0.02103502995770071,0.8673557778576331
Madalena                                                                                                                                                                          - Maria Gasolina                                  ,0.7525535044451502,-1.469093337708789,1.4514934501295271,-0.9589373432928316,-1.3515449922554235,-0.26809870256284185,1.5171914025194115,1.0654091381498234,-0.42736200981114164,0.1625348308952087,0.8935432539108427,-0.8735240534600618
O Meu Amor É Glòria                                                                                                                                                               - Sílvia Pérez Cruz                               ,-0.04693233105789471,0.11364144942144676,0.553114180920131,-0.5232042744601451,0.7398939774333566,1.9982869770262504,1.2865486990770942,-0.7736855415215366,1.9582262262025,0.1625348308952087,1.4811351538672173,-0.7545607971618863
Brigas Nunca Mais                                                                                                                                                                 - Paula Morelenbaum                               ,0.8429309977638503,-0.6000453839864462,1.2381893896045633,-0.6361684953248845,0.7398939774333566,-0.808850660535357,0.7961703232110626,-0.16290693740481602,0.10827685161621091,0.1625348308952087,0.7594549328338285,1.6929539977987
Previsao                                                                                                                                                                          - Bossacucanova                                   ,0.7478051499973197,0.7321990181112606,-1.2125735826307567,-0.02081056770458208,0.7398939774333566,-0.8848950298010307,1.2203169555442073,0.9537761921401269,-0.058645815971424715,0.1625348308952087,0.4167956453065503,-0.6223464731331164
The Girl From Ipanema                                                                                                                                                             - Stan Getz                                       ,0.5915817160127531,-1.587047714701147,0.7900690110138944,-1.2946552869228418,0.7398939774333566,-0.8508331942480479,1.448364435058603,-0.7584086774938541,-0.5342929380530776,0.1625348308952087,-0.10789193773482192,0.42449508257553886
Blue Bossa - Remastered                                                                                                                                                           - Joe Henderson                                   ,-0.15707247807160732,-0.9452553548972856,0.04545497239381384,-0.38906728111757855,-1.3515449922554235,-0.31177896734686855,1.1763861818676442,1.3991460980738852,-0.4878480785134256,0.1625348308952087,1.5113131416114074,-1.3313673927055776
Aqua De Coco                                                                                                                                                                      - Marcos Valle                                    ,1.1351064671455522,0.10931323595766192,1.2381893896045633,-0.3351862464770742,-1.3515449922554235,0.07699508776789431,0.9821053812461784,-0.7655376389299666,1.687210722165891,0.1625348308952087,1.2849024952222703,-1.0944360584957111
Samba de Verão                                                                                                                                                                    - Marcos Valle                                    ,0.8572286139425458,-1.0216780942379597,-1.6493068695070583,-1.0519779927099413,0.7398939774333566,-1.1780698564557148,1.4034094594191455,-0.7727210112473466,1.3253760097162826,0.1625348308952087,1.3670941196660398,-0.0754717598791038
Mas Que Nada                                                                                                                                                                      - Rio Combo                                       ,0.4832452651641522,-0.6232122465112336,0.04545497239381384,-0.8120991327591826,-1.3515449922554235,-1.201886717691997,-0.02395572095475321,-0.7538595990078378,0.45624455900975164,0.1625348308952087,1.5630321461988848,-1.0692823631160615
Nova Bossa Nova                                                                                                                                                                   - Marcos Valle                                    ,0.38940859679224077,0.13973212458301873,0.7900690110138944,-0.5043036482919914,0.7398939774333566,-0.6007926295504613,1.0460422356606134,1.421641593218026,0.02671598052359259,0.1625348308952087,1.4673601151854456,-0.8149764241835149
Não Sei                                                                                                                                                                           - Sílvia Pérez Cruz                               ,-0.6012813235070764,-1.6702803695781931,-1.2125735826307567,-0.9894402777484333,-1.3515449922554235,-0.8255649853599247,1.5268293987057129,-0.755469532254571,0.830106045421452,-2.3184832752407085,-1.0495223726441107,-0.21157923142241844
A Força Que Nunca Seca (feat. Maria Bethânia)                                                                                                                                     - Chico César                                     ,0.22602973874905577,-1.6318395055013863,-0.8490046380469615,-0.6187388699487419,0.7398939774333566,-0.747093562901645,1.4660640572773642,-0.7742220190361402,1.3449543713392345,0.1625348308952087,-0.39932542500346807,-0.30887114915525377
